customer_id,full_name,email,phone,age,gender,registration_date,last_purchase_date,total_spent,purchase_frequency,preferred_category,loyalty_tier,country,city,subscription_status
CUST_000402,Cassandra Gibson,jennifer56@example.com,393.488.5794x52159,18,Female,2023-08-03,2025-01-21,748.79,Rarely,Clothing,Silver,Canada,Vancouver,Active
CUST_000403,Rebecca Nunez,jonesjerome@example.com,2373318368,18,Female,2022-07-21,2025-01-13,1472.57,Rarely,Electronics,Silver,USA,Chicago,Churned
CUST_000404,Jacob Bentley,claytonlawrence@example.com,+1-254-773-6336,24,Other,2021-08-24,2025-02-04,2631.58,Monthly,Clothing,Gold,UK,Leeds,Active
CUST_000405,Amy King,valerie72@example.net,531-385-4536,34,Female,2025-07-04,2025-07-05,7525.96,Monthly,Books,Platinum,Canada,Montreal,Active
CUST_000406,Patricia Page,dennisreeves@example.net,001-749-963-9445,25,Male,2021-06-02,2024-12-09,611.27,Rarely,Books,Silver,USA,Los Angeles,Active
CUST_000407,Ashley Combs,luismartin@example.com,001-424-274-7323x971,28,Male,2024-11-16,2024-12-24,4191.5,Quarterly,Electronics,Platinum,Australia,Brisbane,Active
CUST_000408,Jennifer Montgomery,peverett@example.com,(961)231-0558,36,Male,2022-11-10,2024-07-18,3814.72,Quarterly,Books,Platinum,Germany,Munich,Inactive
CUST_000409,Jeffrey Graham,shannonjoseph@example.org,507-678-5783,45,Male,2024-06-01,2024-12-07,7076.96,Monthly,Clothing,Platinum,Australia,Sydney,Active
CUST_000410,Dustin Oconnor,danielyoung@example.net,445.404.5643x116,18,Female,2020-09-09,2024-12-18,1024.64,Quarterly,Home,Silver,Australia,Sydney,Active
CUST_000411,Yvonne Perry,harrisanita@example.net,376-263-7352,60,Male,2020-12-03,2025-06-01,3823.87,Quarterly,Books,Platinum,Germany,Berlin,Inactive
CUST_000412,Bethany Miller,matthew45@example.net,001-636-537-2706x3888,45,Male,2024-12-14,2025-01-28,3432.72,Weekly,Electronics,Platinum,UK,Birmingham,Inactive
CUST_000413,Laura Zamora,ihunt@example.org,+1-683-966-6971x11090,29,Male,2021-03-03,2024-10-25,6161.52,Weekly,Electronics,Platinum,Australia,Sydney,Inactive
CUST_000414,Michelle Smith,haleywhite@example.net,838-754-2572,53,Male,2023-04-22,2025-05-07,445.97,Rarely,Books,Bronze,Canada,Vancouver,Active
CUST_000415,Tracie Wade,christinethomas@example.com,(267)922-4328x485,46,Male,2023-07-08,2025-03-27,15306.4,Weekly,Books,Platinum,Australia,Melbourne,Inactive
CUST_000416,Allen Taylor,sergiojohnson@example.net,818-205-5499x556,47,Female,2024-01-20,2025-02-02,2189.21,Quarterly,Electronics,Gold,USA,Houston,Active
CUST_000417,Tiffany Blevins,emma84@example.com,001-499-768-7324x0200,55,Male,2022-08-05,2025-04-13,1244.64,Weekly,Home,Silver,Germany,Berlin,Active
CUST_000418,Robert Vincent,frank11@example.net,945.277.3040x057,48,Female,2021-07-02,2025-02-07,6659.31,Monthly,Clothing,Platinum,Germany,Hamburg,Churned
CUST_000419,Brenda Cain,garciatammie@example.com,355-291-0638,23,Male,2024-06-09,2025-06-30,1272.26,Quarterly,Home,Silver,USA,Los Angeles,Active
CUST_000420,Paul Clark,johnrodriguez@example.com,001-866-281-0303x562,30,Female,2022-03-04,2025-05-18,3114.68,Quarterly,Home,Platinum,Germany,Munich,Active
CUST_000421,Anthony Johnson,vmaxwell@example.net,001-311-764-5843x25325,21,Male,2024-01-29,2024-09-15,3396.48,Quarterly,Sports,Platinum,Germany,Munich,Active
CUST_000422,Justin Lewis,kjackson@example.org,(997)456-9622x45427,41,Other,2021-11-15,2024-09-01,50.6,Rarely,Clothing,Bronze,UK,Leeds,Active
CUST_000423,Ricardo Brown,walter27@example.org,(961)760-7331x653,59,Male,2022-02-14,2025-02-22,162.84,Quarterly,Books,Bronze,Germany,Munich,Active
CUST_000424,Monica Johnson,johndawson@example.com,001-495-822-2752x23697,34,Female,2022-02-17,2025-04-08,955.34,Rarely,Electronics,Silver,Canada,Ottawa,Active
CUST_000425,Jesse Pineda,drewhorne@example.com,+1-939-897-7670x7825,32,Female,2021-09-01,2025-01-31,3794.35,Quarterly,Books,Platinum,Australia,Sydney,Active
CUST_000426,Pam Ward MD,xcoleman@example.org,644-889-3320x0695,56,Male,2021-03-20,2024-11-04,2310.23,Quarterly,Electronics,Gold,Canada,Vancouver,Churned
CUST_000427,Thomas Lewis,connor41@example.org,(567)794-7691,51,Female,2024-08-19,2025-06-23,3606.39,Quarterly,Clothing,Platinum,Germany,Munich,Active
CUST_000428,John Morrison,rodneyrogers@example.com,+1-421-505-3224,35,Female,2021-05-21,2024-11-02,3282.42,Quarterly,Electronics,Platinum,Australia,Perth,Active
CUST_000429,Frank Bowers,dawn07@example.net,(870)597-4709x91784,37,Female,2020-09-05,2024-09-23,1456.88,Monthly,Electronics,Silver,Australia,Melbourne,Churned
CUST_000430,Michael Howe,dgriffin@example.org,(275)488-6082x03620,27,Male,2021-11-26,2025-01-13,1402.51,Quarterly,Sports,Silver,Australia,Brisbane,Active
CUST_000431,Mr. James Wilson MD,dayvicki@example.org,001-414-761-8571,36,Male,2024-12-01,2024-12-07,15035.21,Weekly,Books,Platinum,UK,Leeds,Active
CUST_000432,Jessica Green,uwarren@example.org,833-672-0664,34,Female,2020-10-31,2024-08-08,1877.28,Quarterly,Sports,Gold,Australia,Adelaide,Active
CUST_000433,Misty Kirby,robert71@example.net,7866250201,27,Female,2021-02-13,2025-01-12,6173.12,Monthly,Sports,Platinum,Canada,Vancouver,Inactive
CUST_000434,Kevin Dalton,michaelorozco@example.com,001-418-467-7667x8019,35,Female,2025-05-28,2025-06-23,4214.13,Quarterly,Home,Platinum,Canada,Vancouver,Inactive
CUST_000435,Crystal Rodriguez,berryjason@example.net,3963081784,35,Female,2022-08-17,2024-09-06,106.2,Quarterly,Clothing,Bronze,Germany,Berlin,Active
CUST_000436,Karina Kim,robertcastillo@example.com,759.560.4162,66,Male,2022-05-31,2025-05-29,4916.76,Quarterly,Home,Platinum,USA,Chicago,Inactive
CUST_000437,Michelle Carter,wrightlisa@example.net,786.943.9013,39,Male,2024-01-24,2024-07-09,1229.89,Weekly,Home,Silver,Australia,Sydney,Inactive
CUST_000438,George Ramirez,riddlekenneth@example.net,3635073175,52,Male,2022-02-14,2025-06-24,381.98,Rarely,Sports,Bronze,Canada,Toronto,Active
CUST_000439,Andrew Bryant,davidlee@example.com,(261)370-7739x17552,18,Female,2021-06-04,2025-04-26,1201.56,Rarely,Books,Silver,UK,Glasgow,Active
CUST_000440,Julie Keith,nschmidt@example.net,680-942-6610,24,Male,2022-04-15,2025-06-26,3772.52,Monthly,Home,Platinum,Australia,Brisbane,Inactive
CUST_000441,Paul Thompson,kendra25@example.org,276.702.0606,50,Female,2023-07-18,2024-10-12,7108.19,Monthly,Electronics,Platinum,Germany,Frankfurt,Inactive
CUST_000442,Jenna Nguyen,gregorygregory@example.net,(652)589-3331,41,Male,2024-11-17,2025-06-04,13358.13,Weekly,Books,Platinum,Germany,Hamburg,Active
CUST_000443,Kristine Patrick,samantha25@example.net,001-224-385-4843x19173,51,Female,2021-04-01,2024-10-12,4528.45,Quarterly,Home,Platinum,UK,Glasgow,Active
CUST_000444,Fred Smith,longamanda@example.org,(611)476-1653x51866,41,Female,2021-04-13,2024-11-17,1041.2,Rarely,Electronics,Silver,Australia,Sydney,Active
CUST_000445,Kathryn May,mendozarobert@example.com,(976)763-0989x6098,56,Female,2023-02-23,2025-06-27,3604.38,Quarterly,Sports,Platinum,Australia,Adelaide,Active
CUST_000446,Jennifer Rosales,sferguson@example.net,(214)549-3490x4451,48,Male,2025-04-19,2025-07-01,1729.55,Quarterly,Electronics,Gold,Germany,Frankfurt,Inactive
CUST_000447,Taylor Guerrero,leslie79@example.com,(884)628-2972x84842,32,Male,2021-05-22,2024-12-04,2798.21,Quarterly,Sports,Gold,Germany,Hamburg,Active
CUST_000448,Natasha Porter,scottraymond@example.net,+1-238-832-1423x39302,38,Female,2021-02-19,2024-10-25,1211.99,Quarterly,Electronics,Silver,Germany,Hamburg,Inactive
CUST_000449,Joanne Williamson,raynovak@example.org,(447)387-1843x0800,30,Female,2020-09-21,2024-11-17,10558.56,Weekly,Books,Platinum,Canada,Montreal,Active
CUST_000450,Jessica Martin,ywallace@example.net,001-271-215-4846x16263,71,Female,2025-06-02,2025-06-04,4599.36,Monthly,Home,Platinum,Germany,Frankfurt,Active
CUST_000451,Brian Holland,eortiz@example.org,713-660-7588x01912,55,Male,2022-09-25,2024-08-14,989.45,Rarely,Home,Silver,UK,Glasgow,Active
CUST_000452,Joseph Munoz,courtney56@example.org,4393840975,37,Female,2022-09-10,2024-07-07,883.36,Quarterly,Books,Silver,Australia,Perth,Inactive
CUST_000453,Monique Torres,perezemily@example.org,872.414.5527x3294,18,Male,2023-06-16,2025-03-13,3062.92,Quarterly,Clothing,Platinum,Germany,Cologne,Active
CUST_000454,Bethany Baldwin,hawkinsvalerie@example.org,8059873232,44,Male,2024-12-11,2025-01-17,2978.11,Monthly,Clothing,Gold,Canada,Calgary,Inactive
CUST_000455,Zachary Vaughn,parkskathleen@example.org,573.398.2566x55311,18,Female,2021-12-18,2024-09-02,357.17,Rarely,Home,Bronze,Germany,Cologne,Inactive
CUST_000456,Jennifer Whitehead,amyford@example.org,+1-541-578-4691x92616,50,Male,2024-05-06,2024-07-15,1421.29,Monthly,Sports,Silver,Canada,Toronto,Inactive
CUST_000457,James Freeman,mstark@example.net,945-307-6521x1802,22,Female,2024-07-25,2024-08-06,4343.6,Monthly,Books,Platinum,UK,London,Active
CUST_000458,Raymond Schneider,wporter@example.net,665-287-6029,18,Male,2024-09-20,2025-01-14,415.13,Quarterly,Electronics,Bronze,Germany,Hamburg,Active
CUST_000459,Brandon Gray,jordancrystal@example.net,(691)520-5499,39,Male,2024-03-15,2025-02-21,811.64,Rarely,Books,Silver,Germany,Hamburg,Inactive
CUST_000460,Blake Gray,russelldaniels@example.org,502-668-6368x52492,32,Male,2024-04-11,2024-12-02,700.53,Quarterly,Books,Silver,Australia,Adelaide,Inactive
CUST_000461,John Montgomery,cunninghammisty@example.org,001-586-622-7292x9227,26,Female,2021-03-05,2025-02-28,405.4,Rarely,Sports,Bronze,USA,New York,Churned
CUST_000462,Heidi Brown,kristin37@example.com,001-410-687-5755x53830,57,Male,2024-12-16,2025-01-07,371.79,Quarterly,Books,Bronze,Canada,Toronto,Active
CUST_000463,Russell Shepard,hayley17@example.org,958.408.2839x20040,67,Female,2022-05-19,2024-12-28,1351.25,Quarterly,Electronics,Silver,UK,Glasgow,Active
CUST_000464,James Maldonado,joseph41@example.net,(889)372-7942x372,67,Male,2025-02-23,2025-03-10,2368.33,Monthly,Clothing,Gold,UK,Leeds,Churned
CUST_000465,Phillip Wallace,ernestbrooks@example.org,539-913-0176,51,Female,2024-05-22,2025-05-29,2931.88,Quarterly,Electronics,Gold,USA,Los Angeles,Churned
CUST_000466,Jose Keith,gregorycurry@example.org,001-866-732-5471x61082,26,Female,2021-01-19,2025-02-27,4344.38,Quarterly,Electronics,Platinum,UK,Leeds,Active
CUST_000467,Bonnie Mcclain,marksilva@example.com,+1-934-245-6449x880,52,Male,2022-02-06,2024-12-06,953.05,Monthly,Clothing,Silver,Australia,Perth,Active
CUST_000468,Michael Taylor,davidwilson@example.org,+1-601-608-3049x359,34,Female,2023-10-14,2025-03-15,3652.86,Quarterly,Electronics,Platinum,Australia,Brisbane,Active
CUST_000469,Lawrence Jones,nelsontammy@example.com,001-808-821-9304x2590,53,Other,2025-02-25,2025-05-31,1646.74,Weekly,Books,Gold,Germany,Munich,Active
CUST_000470,Patricia Valentine,michaelcohen@example.com,(633)567-3897,50,Female,2020-08-28,2025-06-10,7104.53,Monthly,Home,Platinum,Australia,Brisbane,Active
CUST_000471,Manuel Hall,danielgutierrez@example.com,(202)322-4624x09529,44,Male,2021-01-28,2024-12-18,15675.9,Weekly,Electronics,Platinum,USA,Chicago,Inactive
CUST_000472,Erik Ryan,petersonmary@example.org,(403)646-2815,61,Male,2021-12-14,2024-07-14,4373.09,Monthly,Home,Platinum,Germany,Hamburg,Active
CUST_000473,Christian Webb,stewartwilliam@example.net,312-868-8280x9375,39,Female,2024-06-08,2024-12-07,5256.44,Monthly,Clothing,Platinum,Canada,Vancouver,Inactive
CUST_000474,Joshua Lynn,johnsonkristi@example.net,647-385-7403x4582,40,Female,2020-10-11,2025-04-26,3416.83,Quarterly,Home,Platinum,Germany,Munich,Churned
CUST_000475,Michael James,eriktorres@example.org,954-545-5782x5688,23,Female,2021-05-03,2025-03-28,19435.02,Weekly,Clothing,Platinum,Germany,Hamburg,Active
CUST_000476,Tim Bailey,gholmes@example.org,(360)648-0375x1634,42,Male,2022-03-05,2024-11-29,11154.31,Weekly,Sports,Platinum,USA,Los Angeles,Active
CUST_000477,Shawn Figueroa,jnelson@example.net,(841)504-6961x3669,59,Male,2022-07-19,2024-08-23,2630.29,Weekly,Books,Gold,Australia,Sydney,Active
CUST_000478,Roberto Hatfield,april35@example.com,+1-312-356-2944x76739,69,Male,2021-08-29,2025-05-31,311.12,Rarely,Home,Bronze,UK,Glasgow,Active
CUST_000479,Rachel Payne,john52@example.com,(455)683-3762x5697,33,Female,2021-01-05,2024-11-01,973.81,Weekly,Books,Silver,Germany,Berlin,Active
CUST_000480,Holly Wilson,dbryant@example.net,001-791-495-7249,57,Male,2020-09-26,2025-06-27,1277.83,Quarterly,Clothing,Silver,Australia,Adelaide,Active
CUST_000481,Joshua Tanner,angela58@example.com,+1-228-532-1871x42322,42,Male,2021-01-05,2024-11-10,7819.83,Weekly,Electronics,Platinum,USA,Los Angeles,Active
CUST_000482,Scott Odonnell,boydnicholas@example.net,(404)699-0160,46,Female,2023-04-18,2024-08-08,3064.59,Quarterly,Home,Platinum,Australia,Sydney,Inactive
CUST_000483,Kristie Schmidt,twalter@example.net,001-636-603-6089x42260,72,Male,2022-02-19,2025-03-08,253.03,Rarely,Home,Bronze,Canada,Montreal,Active
CUST_000484,Brady Campbell,elizabeth16@example.com,001-521-269-5685x6230,29,Female,2021-01-05,2025-03-03,2442.44,Weekly,Sports,Gold,USA,New York,Inactive
CUST_000485,Chad Bates,gonzalezjessica@example.net,324-477-8429x774,43,Male,2024-07-09,2025-06-01,5655.79,Weekly,Electronics,Platinum,USA,Houston,Active
CUST_000486,Samantha Whitehead,nholloway@example.org,001-462-776-0662,44,Male,2025-04-18,2025-05-02,579.03,Rarely,Home,Silver,Australia,Perth,Active
CUST_000487,Gregory Zimmerman,gilbertjohn@example.org,(559)992-9198x017,55,Female,2025-03-30,2025-05-30,3805.17,Quarterly,Sports,Platinum,Germany,Berlin,Active
CUST_000488,Brian Solis,summerskimberly@example.org,296.880.8679x3316,50,Male,2022-08-15,2024-09-24,1208.45,Rarely,Sports,Silver,Canada,Toronto,Inactive
CUST_000489,Kristy Harris,kburns@example.org,+1-432-443-4989x826,30,Male,2020-12-02,2025-06-04,6639.29,Monthly,Electronics,Platinum,Germany,Cologne,Active
CUST_000490,Julie Bradley,nfleming@example.com,(902)737-4502x6459,38,Female,2023-09-19,2025-01-20,5268.69,Monthly,Clothing,Platinum,USA,Houston,Inactive
CUST_000491,Keith Myers,cruznicole@example.net,581.889.1269,54,Male,2023-02-22,2024-09-29,7905.8,Monthly,Electronics,Platinum,Australia,Perth,Churned
CUST_000492,Heather Hamilton,thomasdavid@example.com,464-993-6229,34,Female,2020-09-13,2024-11-19,7100.57,Monthly,Clothing,Platinum,USA,Chicago,Active
CUST_000493,Matthew Schwartz,robert39@example.com,(583)517-3622x844,35,Male,2020-08-17,2024-07-29,18086.24,Weekly,Home,Platinum,Canada,Toronto,Churned
CUST_000494,John Johnson,gcole@example.org,001-850-922-7735x5475,43,Female,2025-03-06,2025-06-18,1267.01,Monthly,Sports,Silver,UK,Leeds,Inactive
CUST_000495,Steven Burns,jocelynchristensen@example.net,+1-216-255-0398,54,Male,2023-01-09,2024-10-26,3823.19,Monthly,Sports,Platinum,USA,Los Angeles,Active
CUST_000496,Russell Bryant,juanfreeman@example.net,001-463-318-5439x2093,45,Male,2021-10-24,2024-10-05,1282.55,Rarely,Books,Silver,UK,London,Active
CUST_000497,Sean Rowe,mary57@example.net,(413)582-0347,70,Male,2021-09-25,2024-07-30,5033.73,Monthly,Electronics,Platinum,Canada,Toronto,Active
CUST_000498,Amy Hill,rachel67@example.net,696-729-5114x398,18,Male,2021-05-16,2025-02-09,1513.65,Quarterly,Sports,Gold,UK,Manchester,Active
CUST_000499,William Wood,james20@example.org,(384)648-2913x51094,31,Female,2021-08-29,2024-10-03,8270.15,Monthly,Home,Platinum,USA,Houston,Active
CUST_000500,Amy Harris,robert79@example.com,+1-685-350-4292x5673,45,Female,2021-03-03,2025-01-02,2124.49,Quarterly,Electronics,Gold,UK,Leeds,Active
CUST_000501,Kyle Parker,angela28@example.net,628-535-6670,23,Other,2021-05-01,2025-04-28,2267.63,Quarterly,Home,Gold,USA,Phoenix,Churned
CUST_000502,Charles Rangel,murphyelizabeth@example.org,001-461-806-5170x175,56,Male,2022-11-06,2024-08-28,740.03,Rarely,Books,Silver,UK,Glasgow,Churned
CUST_000503,Cindy Lucas,lcompton@example.org,+1-591-635-0512x75546,37,Male,2023-10-21,2024-08-18,691.85,Quarterly,Home,Silver,Australia,Brisbane,Churned
CUST_000504,Nicholas Ritter,russell58@example.org,+1-746-786-2979x0795,51,Male,2023-07-04,2025-04-18,8714.13,Monthly,Sports,Platinum,Canada,Montreal,Active
CUST_000505,Jessica Dunn DDS,jlopez@example.com,344.315.7028x97738,45,Male,2025-02-06,2025-03-28,1270.66,Rarely,Books,Silver,Australia,Adelaide,Active
CUST_000506,Michael Maddox,courtney07@example.com,202-519-5436x3942,47,Female,2023-10-06,2024-07-14,1347.29,Rarely,Home,Silver,USA,Phoenix,Active
CUST_000507,Casey Sanders,cervantessamantha@example.org,001-380-697-9044x444,70,Female,2023-06-17,2024-12-08,816.88,Rarely,Clothing,Silver,Germany,Berlin,Inactive
CUST_000508,Sharon Greer,lunanicholas@example.com,(520)890-8854x003,62,Male,2024-11-17,2024-12-17,4695.38,Quarterly,Sports,Platinum,USA,Phoenix,Churned
CUST_000509,Marie Benitez,daniellelopez@example.net,001-854-651-5244x69294,36,Female,2021-07-05,2024-07-17,1655.05,Quarterly,Clothing,Gold,USA,Phoenix,Inactive
CUST_000510,Matthew Richardson,maryjackson@example.org,(341)589-8632x5445,47,Male,2022-11-04,2024-11-02,8782.35,Monthly,Books,Platinum,Australia,Adelaide,Active
CUST_000511,William Morris,katrina92@example.org,574-317-5224x983,42,Female,2024-10-25,2024-11-07,893.06,Quarterly,Clothing,Silver,Canada,Vancouver,Active
CUST_000512,Logan Lester,oroy@example.com,(408)397-7009x0121,25,Female,2022-06-03,2025-02-01,2067.29,Quarterly,Electronics,Gold,Australia,Brisbane,Active
CUST_000513,Stacy Johnson,brooksjoyce@example.com,515.919.9366x87848,47,Male,2020-08-21,2024-08-07,16708.16,Weekly,Sports,Platinum,USA,Los Angeles,Churned
CUST_000514,Dale Wilson,todd09@example.org,+1-692-879-0888x275,18,Female,2025-05-23,2025-05-26,1246.74,Rarely,Clothing,Silver,USA,Phoenix,Inactive
CUST_000515,Leslie Perez,hmontes@example.org,740-343-2500x5615,22,Female,2022-05-29,2025-04-27,2707.27,Quarterly,Clothing,Gold,Germany,Cologne,Active
CUST_000516,Derek Duarte,ochoi@example.org,945-789-8348,32,Male,2022-03-04,2025-07-05,9471.94,Monthly,Books,Platinum,UK,London,Active
CUST_000517,Shannon Williams,sheppardtony@example.net,229.305.2051x374,50,Male,2024-01-18,2025-06-10,374.81,Quarterly,Books,Bronze,UK,Birmingham,Active
CUST_000518,James Ortiz,acruz@example.com,3282464246,53,Male,2024-06-01,2025-03-13,885.06,Quarterly,Books,Silver,UK,Birmingham,Active
CUST_000519,John Wolfe,benjamin07@example.org,(514)959-6491x730,30,Male,2020-07-29,2025-06-18,381.57,Rarely,Electronics,Bronze,USA,Los Angeles,Active
CUST_000520,Natalie Jackson,leeshane@example.net,+1-685-423-4912x864,51,Male,2023-12-16,2025-03-06,865.08,Rarely,Electronics,Silver,Australia,Perth,Active
CUST_000521,Marcus Henry,johnsontimothy@example.net,783.437.0777x105,33,Male,2023-08-03,2025-05-08,9254.92,Monthly,Clothing,Platinum,USA,New York,Inactive
CUST_000522,Jason Singleton,henryalvarez@example.org,2509974991,55,Male,2023-07-08,2025-01-18,2121.67,Quarterly,Electronics,Gold,Australia,Adelaide,Inactive
CUST_000523,Nathan Schwartz,coryrogers@example.com,(826)427-6140x1179,75,Male,2021-01-19,2025-05-31,1345.87,Rarely,Electronics,Silver,UK,Leeds,Active
CUST_000524,Rodney Turner,santosmichelle@example.com,2248737935,18,Male,2022-12-14,2024-10-25,689.98,Rarely,Electronics,Silver,UK,Birmingham,Inactive
CUST_000525,Justin Sullivan MD,madeline44@example.org,487-924-0942,50,Female,2021-07-09,2024-09-29,2503.16,Quarterly,Electronics,Gold,USA,New York,Active
CUST_000526,Gail Carlson,valerienelson@example.net,751-839-6607,52,Male,2020-08-24,2025-05-04,4590.2,Quarterly,Home,Platinum,UK,Manchester,Inactive
CUST_000527,Jeff Davis,barkerjessica@example.org,001-265-617-6270x629,58,Female,2025-02-05,2025-03-03,665.36,Rarely,Electronics,Silver,Germany,Munich,Active
CUST_000528,Denise Smith,micheal62@example.com,001-667-432-8222x7930,46,Female,2021-12-20,2025-04-17,3818.94,Quarterly,Home,Platinum,Germany,Cologne,Active
CUST_000529,Amber Cunningham,atkinspatricia@example.net,837.665.9394,21,Male,2024-08-21,2024-12-15,3547.87,Quarterly,Electronics,Platinum,Canada,Ottawa,Active
CUST_000530,Justin Hull,scottparker@example.net,651.354.1349,26,Female,2021-09-24,2024-09-11,6610.95,Monthly,Electronics,Platinum,USA,Houston,Active
CUST_000531,Beth Thomas,dianaowens@example.net,781.615.4378x95406,41,Male,2025-03-27,2025-04-04,5751.65,Weekly,Sports,Platinum,Canada,Vancouver,Churned
CUST_000532,Sarah Jackson,mitchellhernandez@example.org,001-969-655-9420x2643,33,Female,2022-03-14,2024-12-27,4067.95,Monthly,Books,Platinum,Canada,Calgary,Inactive
CUST_000533,Hector Mcdonald,james70@example.com,+1-405-549-0757x5859,53,Male,2023-08-09,2024-11-12,4371.26,Monthly,Clothing,Platinum,Germany,Frankfurt,Active
CUST_000534,Mark Cook,brendawang@example.org,5042629455,18,Female,2021-10-24,2024-09-06,1696.63,Quarterly,Home,Gold,UK,Glasgow,Inactive
CUST_000535,Megan Baker,kevinhowell@example.com,001-637-250-2707x047,44,Male,2023-04-17,2025-06-02,3246.55,Quarterly,Home,Platinum,Australia,Adelaide,Active
CUST_000536,Brian Cortez,amymartinez@example.com,5902268741,35,Male,2024-04-27,2025-05-05,4182.93,Monthly,Books,Platinum,Canada,Calgary,Churned
CUST_000537,Thomas King,hernandezkayla@example.com,821-550-9584x0121,18,Female,2024-06-20,2024-07-14,1924.06,Weekly,Home,Gold,UK,Birmingham,Active
CUST_000538,Stephanie Mcgrath,mezadiane@example.com,543-200-8816x4863,51,Male,2022-08-05,2025-02-06,8757.18,Monthly,Sports,Platinum,Canada,Calgary,Active
CUST_000539,Kaitlin Dunn,daniel10@example.org,(542)434-1200x38440,62,Male,2023-01-02,2025-06-05,1280.78,Monthly,Electronics,Silver,Australia,Sydney,Inactive
CUST_000540,Joshua Nicholson,dawn01@example.org,(650)970-5174,39,Female,2021-02-15,2024-07-21,8686.36,Monthly,Sports,Platinum,Australia,Brisbane,Inactive
CUST_000541,Victoria Martinez,ayoung@example.org,776-335-7112x270,51,Female,2021-05-15,2024-09-17,2278.92,Quarterly,Sports,Gold,Canada,Calgary,Active
CUST_000542,Brittany Washington,david54@example.net,569.821.3354,67,Male,2025-02-28,2025-05-09,1770.17,Monthly,Books,Gold,Germany,Berlin,Active
CUST_000543,Rachel Walker MD,veronica58@example.org,404.497.6011,71,Male,2022-01-18,2024-08-11,4603.25,Quarterly,Clothing,Platinum,Canada,Montreal,Inactive
CUST_000544,Michaela Sexton,ruthstewart@example.org,+1-207-490-6458,53,Male,2023-12-19,2025-01-08,9995.59,Monthly,Clothing,Platinum,USA,Houston,Inactive
CUST_000545,Karen Lowe,montoyamelissa@example.org,794.680.2593x88587,49,Male,2022-05-15,2025-05-15,608.23,Quarterly,Electronics,Silver,Germany,Hamburg,Inactive
CUST_000546,Nicole Williams,mario51@example.com,237-412-3727x3362,30,Female,2021-08-02,2024-12-13,6179.17,Monthly,Books,Platinum,UK,London,Active
CUST_000547,Kayla Holland,angelathompson@example.com,(807)318-0495x85750,22,Male,2024-04-19,2024-11-27,5507.97,Monthly,Electronics,Platinum,Canada,Calgary,Active
CUST_000548,Janet Richards,sanderssamantha@example.com,(615)876-4830,41,Male,2025-05-22,2025-06-19,1444.62,Quarterly,Sports,Silver,Australia,Brisbane,Active
CUST_000549,Curtis Smith,millerhector@example.net,(416)825-8409,47,Female,2021-07-26,2025-04-29,756.09,Rarely,Books,Silver,USA,Phoenix,Inactive
CUST_000550,Jill Frazier,nsmith@example.org,571.540.3833x250,59,Male,2023-09-22,2025-06-21,4646.77,Quarterly,Home,Platinum,Canada,Vancouver,Churned
CUST_000551,Nathan Brown,william66@example.net,(351)931-5963x7053,46,Female,2024-01-25,2024-07-30,4978.06,Quarterly,Clothing,Platinum,UK,Manchester,Churned
CUST_000552,Nicholas Romero,wisekayla@example.net,312.869.2123x14873,18,Female,2025-02-24,2025-04-19,16547.91,Weekly,Electronics,Platinum,Canada,Calgary,Active
CUST_000553,Gerald Rice,geraldsweeney@example.net,001-876-870-3685,33,Male,2021-07-14,2024-12-12,7236.26,Monthly,Books,Platinum,Australia,Sydney,Active
CUST_000554,Denise Miller,usmith@example.net,8898570307,53,Male,2025-06-13,2025-06-21,1343.14,Quarterly,Books,Silver,USA,Phoenix,Inactive
CUST_000555,Gerald Wells,jenna32@example.com,(569)538-2061x48833,35,Male,2023-04-15,2025-05-17,417.79,Monthly,Books,Bronze,USA,Chicago,Inactive
CUST_000556,Paul Stewart,dawncrosby@example.com,(735)998-0714,37,Female,2022-09-20,2024-10-11,402.85,Monthly,Home,Bronze,Germany,Hamburg,Churned
CUST_000557,Terry Brady,jeverett@example.net,524-347-8752,49,Female,2024-11-03,2025-02-16,1624.18,Quarterly,Home,Gold,Australia,Brisbane,Churned
CUST_000558,Erica Graham,davisjennifer@example.org,(241)820-2111x5209,67,Female,2021-04-16,2024-10-19,9250.96,Monthly,Home,Platinum,Australia,Adelaide,Inactive
CUST_000559,Karen Frye,jacob02@example.com,(297)937-5928x43610,32,Male,2024-01-30,2024-08-09,329.64,Rarely,Electronics,Bronze,Canada,Ottawa,Churned
CUST_000560,Brian Bowers,griffinrichard@example.net,756-671-9971x935,64,Female,2020-07-27,2024-08-12,14725.19,Weekly,Clothing,Platinum,Canada,Ottawa,Active
CUST_000561,Thomas Velazquez,jennifer75@example.org,753.467.2482x377,53,Female,2022-02-17,2025-03-25,5655.92,Monthly,Sports,Platinum,Australia,Melbourne,Active
CUST_000562,Tammy Evans,derrick27@example.com,966-640-5209,72,Other,2023-05-04,2024-09-11,1226.48,Monthly,Clothing,Silver,Canada,Montreal,Inactive
CUST_000563,John Morris,allensmith@example.org,001-445-379-5976x1628,28,Male,2024-10-15,2025-05-07,6426.15,Monthly,Electronics,Platinum,Germany,Berlin,Active
CUST_000564,Douglas Garcia,gina35@example.org,610.281.4259x8351,36,Male,2023-06-18,2024-12-15,3707.77,Quarterly,Books,Platinum,Germany,Cologne,Active
