account_id,customer_name,account_type,balance,credit_score,annual_income,account_opening_date,last_transaction_date,transaction_count_monthly,overdraft_count,loan_amount,loan_interest_rate,employment_status,marital_status
ACC_00000439,Sheryl Miles,Savings,6308.46,723,94411,2022-02-14,2025-06-27,18,1,0.0,0.0,Self-employed,Married
ACC_00000440,Taylor Hays,Investment,13821.43,681,98645,2025-03-28,2025-06-07,11,1,54932.3,11.19,Employed,Divorced
ACC_00000441,Marie Lee,Checking,2091.26,744,86354,2022-10-13,2025-06-28,17,0,0.0,0.0,Self-employed,Single
ACC_00000442,Andrew Palmer,Savings,29379.15,850,146134,2016-06-11,2025-06-05,10,1,0.0,0.0,Employed,Single
ACC_00000443,Mary Sullivan,Credit,-1405.25,527,70483,2016-10-30,2025-06-07,20,3,0.0,0.0,Employed,Married
ACC_00000444,Alexandria Harding,Credit,-3920.3,725,124944,2024-01-12,2025-06-13,11,1,0.0,0.0,Employed,Married
ACC_00000445,Joshua Wong,Savings,21489.32,566,77866,2017-11-08,2025-07-03,11,0,0.0,0.0,Self-employed,Married
ACC_00000446,Ashley Braun,Credit,-1555.06,585,29126,2019-07-07,2025-06-21,9,1,0.0,0.0,Retired,Single
ACC_00000447,Kimberly Nelson,Credit,-1141.8,800,132076,2023-07-11,2025-06-17,21,3,0.0,0.0,Employed,Single
ACC_00000448,Mary Sanchez,Investment,26117.35,636,76000,2015-09-21,2025-06-22,7,0,57266.03,11.64,Self-employed,Single
ACC_00000449,Ryan Trujillo,Credit,-850.42,619,92487,2017-08-13,2025-06-10,15,1,89759.31,11.81,Employed,Single
ACC_00000450,Christine Roberts,Investment,10460.68,775,101139,2019-12-28,2025-06-25,20,0,0.0,0.0,Self-employed,Married
ACC_00000451,Kelly Adams,Checking,7195.17,771,109054,2016-10-29,2025-07-03,12,1,0.0,0.0,Employed,Divorced
ACC_00000452,Lisa Porter,Credit,-4036.52,730,107890,2020-09-18,2025-06-25,15,2,0.0,0.0,Employed,Married
ACC_00000453,Rachel Alvarado,Checking,9325.14,684,119991,2023-03-17,2025-06-06,23,1,78357.99,11.16,Employed,Married
ACC_00000454,Michael Richardson,Savings,5420.43,610,98216,2019-02-06,2025-06-07,19,1,0.0,0.0,Employed,Married
ACC_00000455,Nicholas Garcia,Savings,10939.96,741,61544,2022-10-13,2025-06-18,19,2,0.0,0.0,Retired,Single
ACC_00000456,James Howard,Savings,13109.78,675,111340,2020-03-23,2025-06-16,13,1,0.0,0.0,Employed,Single
ACC_00000457,Natalie Clarke,Savings,15712.72,719,87115,2017-07-08,2025-06-10,21,0,0.0,0.0,Self-employed,Married
ACC_00000458,Amanda Kemp,Savings,2743.11,771,104070,2023-07-06,2025-06-18,11,2,0.0,0.0,Employed,Single
ACC_00000459,Jon Cunningham,Savings,21338.77,791,122042,2024-01-07,2025-06-15,14,0,0.0,0.0,Employed,Married
ACC_00000460,Michael Burke,Savings,30315.14,691,104486,2019-03-14,2025-07-04,17,0,0.0,0.0,Employed,Single
ACC_00000461,Rachel Martin,Checking,7782.95,710,116694,2024-11-05,2025-06-12,21,2,0.0,0.0,Employed,Married
ACC_00000462,Aaron Robles,Savings,6573.58,716,114748,2016-06-20,2025-06-10,12,2,0.0,0.0,Employed,Divorced
ACC_00000463,Dale Mathis,Savings,20078.32,706,112445,2022-09-17,2025-06-28,13,2,0.0,0.0,Employed,Single
ACC_00000464,Michael Cohen,Checking,5331.51,717,123137,2025-01-11,2025-06-12,14,1,0.0,0.0,Employed,Widowed
ACC_00000465,Brandi Barnett,Savings,10886.85,626,93616,2015-09-28,2025-06-21,15,1,71479.68,11.74,Employed,Single
ACC_00000466,Mark Ramirez,Checking,4226.36,724,76881,2023-06-19,2025-06-27,15,0,0.0,0.0,Self-employed,Single
ACC_00000467,Daniel Galvan,Investment,35115.07,620,93139,2015-07-06,2025-06-19,16,0,0.0,0.0,Employed,Married
ACC_00000468,Teresa Davidson,Savings,21058.35,777,116928,2017-07-07,2025-07-03,13,2,0.0,0.0,Employed,Single
ACC_00000469,Megan Griffith,Savings,5468.84,587,74249,2021-09-06,2025-06-16,10,0,84533.27,12.13,Employed,Married
ACC_00000470,William Medina,Checking,6134.27,659,112374,2015-11-13,2025-06-12,16,1,0.0,0.0,Employed,Divorced
ACC_00000471,Randy Carter,Checking,1034.26,648,125752,2023-01-18,2025-06-18,7,3,322348.04,11.52,Employed,Divorced
ACC_00000472,Samantha Vaughn,Checking,8479.49,632,88956,2016-11-20,2025-06-07,16,0,0.0,0.0,Employed,Married
ACC_00000473,Melissa Washington,Savings,8829.0,577,85626,2020-10-20,2025-06-21,15,0,0.0,0.0,Employed,Divorced
ACC_00000474,Sergio Sharp,Credit,-673.34,762,71856,2016-06-11,2025-06-26,16,0,0.0,0.0,Self-employed,Married
ACC_00000475,Frances Cobb,Checking,1798.94,729,37559,2023-12-03,2025-06-27,20,0,0.0,0.0,Retired,Married
ACC_00000476,William Vega,Savings,18975.06,792,109169,2019-07-23,2025-06-13,21,0,0.0,0.0,Employed,Single
ACC_00000477,Justin Bullock,Checking,3810.31,766,129168,2020-09-07,2025-07-04,16,2,0.0,0.0,Employed,Married
ACC_00000478,Nancy Boyd,Credit,-4280.27,850,42829,2016-10-06,2025-06-09,13,2,42967.53,9.5,Retired,Widowed
ACC_00000479,Amanda Jones,Savings,23530.63,579,93523,2016-05-29,2025-06-25,8,1,0.0,0.0,Employed,Married
ACC_00000480,Melinda Perez,Checking,7760.72,652,87074,2021-07-08,2025-06-13,16,1,0.0,0.0,Employed,Married
ACC_00000481,Kelly Gamble,Checking,4450.17,796,141980,2023-02-07,2025-06-14,16,1,0.0,0.0,Employed,Married
ACC_00000482,Martin West,Checking,7586.96,611,103820,2022-01-14,2025-06-22,20,2,0.0,0.0,Employed,Married
ACC_00000483,Yvette Payne,Checking,1089.73,637,81063,2015-09-18,2025-06-07,8,3,2405.85,11.63,Employed,Married
ACC_00000484,Alfred Callahan,Savings,18463.9,765,130135,2025-01-05,2025-06-19,17,0,0.0,0.0,Employed,Single
ACC_00000485,Christine Rodriguez,Savings,23158.78,675,120042,2016-10-19,2025-06-28,12,0,0.0,0.0,Employed,Married
ACC_00000486,Jeanne Novak,Investment,27521.9,699,125820,2016-12-08,2025-07-03,21,1,0.0,0.0,Employed,Married
ACC_00000487,Michael Solomon,Savings,16111.68,642,81254,2021-03-10,2025-06-16,12,1,0.0,0.0,Employed,Divorced
ACC_00000488,Mathew Tucker DVM,Checking,10161.2,762,116451,2015-10-05,2025-06-13,11,2,0.0,0.0,Employed,Single
ACC_00000489,Sarah Rich,Savings,12477.14,561,77320,2017-01-02,2025-06-09,15,2,252528.99,12.39,Employed,Single
ACC_00000490,Christopher Ward,Checking,2440.13,850,41558,2017-07-09,2025-07-01,11,1,0.0,0.0,Retired,Married
ACC_00000491,Sandra Wong,Credit,-4047.06,721,113165,2017-11-15,2025-06-13,14,0,0.0,0.0,Employed,Married
ACC_00000492,Christopher Williams,Credit,-2391.74,509,53710,2020-11-20,2025-07-01,13,0,0.0,0.0,Self-employed,Married
ACC_00000493,Joseph Roth,Checking,3131.6,794,123859,2016-03-20,2025-06-06,14,1,0.0,0.0,Employed,Married
ACC_00000494,Billy Torres,Savings,3592.96,679,92507,2019-01-27,2025-06-11,15,1,0.0,0.0,Employed,Divorced
ACC_00000495,Dawn Blair,Credit,-1614.1,575,80123,2020-05-31,2025-06-25,12,0,139493.46,12.25,Employed,Single
ACC_00000496,Amber Hall,Checking,1332.69,820,56411,2022-03-11,2025-06-18,11,0,0.0,0.0,Retired,Single
ACC_00000497,Angel Turner,Savings,31222.05,684,108961,2022-09-20,2025-06-27,13,2,0.0,0.0,Employed,Married
ACC_00000498,Tony Francis,Savings,21748.1,591,98150,2023-06-29,2025-07-04,16,0,0.0,0.0,Employed,Single
ACC_00000499,Sean Jackson,Investment,27145.89,849,106012,2016-06-08,2025-06-08,18,2,154759.07,9.51,Self-employed,Married
ACC_00000500,Kelsey Wilson,Checking,5018.57,731,113938,2015-10-03,2025-07-02,21,1,16402.91,10.69,Employed,Widowed
ACC_00000501,Kelly Doyle,Checking,1166.42,732,125028,2018-06-12,2025-06-14,10,0,0.0,0.0,Employed,Married
ACC_00000502,Andrew Patterson,Checking,7904.13,648,84986,2018-11-18,2025-07-01,15,1,0.0,0.0,Employed,Married
ACC_00000503,Patrick Smith,Savings,14777.37,543,88921,2023-07-04,2025-06-26,20,0,0.0,0.0,Employed,Single
ACC_00000504,Dennis Gibson,Savings,17409.82,704,107510,2018-01-17,2025-07-01,16,1,116301.17,10.96,Employed,Married
ACC_00000505,Olivia Pearson,Credit,-1751.76,677,119463,2018-05-11,2025-06-10,18,1,371183.23,11.23,Employed,Single
ACC_00000506,Kelly Williams,Savings,818.03,692,3283,2023-10-27,2025-07-04,13,0,0.0,0.0,Unemployed,Married
ACC_00000507,Ashley Bryant,Savings,26629.05,693,104531,2025-03-02,2025-06-14,14,1,0.0,0.0,Employed,Widowed
ACC_00000508,Nicholas Berry,Checking,8515.04,788,128150,2019-02-21,2025-06-28,17,3,0.0,0.0,Employed,Divorced
ACC_00000509,Robert Powell,Checking,2565.93,809,144071,2017-06-02,2025-06-07,21,0,0.0,0.0,Employed,Single
ACC_00000510,Antonio Williams,Credit,-2642.27,524,74244,2018-11-08,2025-06-11,11,0,0.0,0.0,Employed,Single
ACC_00000511,Karen Green,Savings,10306.68,842,129663,2022-11-19,2025-06-17,19,0,0.0,0.0,Employed,Married
ACC_00000512,Jim Pierce,Credit,-2576.97,660,109185,2016-03-19,2025-06-16,15,0,0.0,0.0,Employed,Married
ACC_00000513,Jeffrey Warner,Savings,2519.87,575,106316,2018-06-11,2025-06-24,13,0,0.0,0.0,Employed,Married
ACC_00000514,Roberto Moses,Investment,34788.4,635,98532,2023-12-20,2025-06-18,8,2,0.0,0.0,Employed,Divorced
ACC_00000515,Jennifer Ramirez,Checking,4735.35,752,93530,2023-10-27,2025-06-26,13,0,53167.12,10.48,Self-employed,Married
ACC_00000516,Paul Robinson,Checking,6112.75,723,76102,2024-04-03,2025-06-11,17,0,0.0,0.0,Self-employed,Married
ACC_00000517,George Foster,Checking,79.99,754,343,2021-04-16,2025-06-08,11,0,0.0,0.0,Unemployed,Married
ACC_00000518,Brian Pham,Savings,19019.49,701,122477,2018-12-08,2025-06-28,17,2,0.0,0.0,Employed,Single
ACC_00000519,Michelle Ward,Checking,7170.76,719,115423,2016-12-26,2025-06-13,17,1,14618.47,10.81,Employed,Single
ACC_00000520,Jessica Stephenson,Checking,2022.18,717,22059,2018-10-31,2025-06-17,14,3,0.0,0.0,Retired,Single
ACC_00000521,Timothy Griffin,Checking,4663.6,665,68203,2016-06-28,2025-06-18,10,1,0.0,0.0,Self-employed,Married
ACC_00000522,Monica Hunt,Credit,-4760.26,641,78211,2016-07-16,2025-06-13,13,2,0.0,0.0,Self-employed,Divorced
ACC_00000523,Claire Blake,Savings,31990.34,850,141055,2018-05-07,2025-06-24,18,0,0.0,0.0,Employed,Married
ACC_00000524,Kristen Garcia,Savings,7072.19,637,98194,2020-05-11,2025-06-21,14,1,248900.41,11.63,Employed,Married
ACC_00000525,Lauren Benjamin,Credit,-4459.01,709,108012,2015-10-24,2025-06-14,12,1,221521.32,10.91,Employed,Single
ACC_00000526,Ronald Harrell,Checking,511.63,735,124974,2018-09-22,2025-06-16,13,0,0.0,0.0,Employed,Single
ACC_00000527,Savannah Turner,Investment,21819.17,632,79961,2024-10-22,2025-06-26,19,0,0.0,0.0,Employed,Widowed
ACC_00000528,Douglas Garcia,Savings,4081.67,694,108879,2024-12-17,2025-06-28,23,2,46355.36,11.06,Employed,Married
ACC_00000529,Mark Donovan,Credit,-1629.37,668,21861,2015-10-01,2025-06-05,21,0,0.0,0.0,Retired,Married
ACC_00000530,Bradley Daniels,Credit,-170.71,770,139727,2016-08-04,2025-06-19,14,0,210545.32,10.3,Employed,Single
ACC_00000531,Jon Nielsen,Savings,468.65,708,0,2023-05-27,2025-06-16,12,1,15998.82,10.92,Unemployed,Married
ACC_00000532,Kim Ward,Checking,1163.04,692,88855,2022-04-12,2025-06-19,10,1,24744.39,11.08,Self-employed,Married
ACC_00000533,Christopher Lee,Checking,2290.46,631,40920,2023-01-20,2025-06-07,12,0,0.0,0.0,Retired,Married
ACC_00000534,Shannon Morgan,Credit,-1623.24,794,147522,2024-12-06,2025-06-14,10,0,114552.66,10.06,Employed,Divorced
ACC_00000535,Kyle Rice,Credit,-3126.64,666,120624,2017-10-30,2025-06-22,20,0,125459.18,11.34,Employed,Divorced
ACC_00000536,Susan Allen,Checking,9710.77,791,120072,2017-07-17,2025-06-25,14,0,0.0,0.0,Employed,Married
ACC_00000537,Joanna Kelly,Credit,-4063.59,670,93956,2016-01-24,2025-06-10,15,2,127299.05,11.3,Employed,Divorced
ACC_00000538,Meghan Clark,Savings,3584.99,698,113437,2019-06-19,2025-06-30,16,1,298686.12,11.02,Employed,Married
ACC_00000539,Betty Nichols,Investment,9115.72,623,38951,2018-02-01,2025-06-27,15,0,0.0,0.0,Retired,Married
ACC_00000540,Debbie Olson,Investment,43743.3,713,116933,2024-11-10,2025-06-22,15,2,0.0,0.0,Employed,Married
ACC_00000541,Michelle Alvarez,Credit,-4265.94,722,128124,2024-01-15,2025-06-15,16,0,51244.11,10.78,Employed,Single
ACC_00000542,Peggy Clayton,Credit,-2322.94,623,74205,2020-06-13,2025-06-11,14,0,0.0,0.0,Employed,Divorced
ACC_00000543,Michael Whitehead,Savings,4956.8,647,72598,2022-11-25,2025-06-09,16,3,0.0,0.0,Self-employed,Single
ACC_00000544,Melissa Levy,Savings,7249.47,776,99785,2017-02-06,2025-06-17,20,5,0.0,0.0,Self-employed,Widowed
ACC_00000545,Joanne Hale,Credit,-3472.59,788,128491,2020-04-16,2025-06-21,17,1,0.0,0.0,Employed,Widowed
ACC_00000546,Jason Lin,Credit,-3772.3,843,152176,2018-10-11,2025-06-19,12,2,0.0,0.0,Employed,Married
ACC_00000547,Mark Smith,Credit,-1960.71,702,112986,2018-03-06,2025-06-30,17,1,95022.3,10.98,Employed,Single
ACC_00000548,Pamela Mills,Credit,-3985.73,615,79084,2024-10-27,2025-06-26,11,0,98704.49,11.85,Self-employed,Married
ACC_00000549,Devin Le,Credit,-2755.54,741,121943,2023-06-23,2025-06-24,19,2,0.0,0.0,Employed,Married
ACC_00000550,Benjamin Jones,Savings,334.21,761,0,2017-08-14,2025-07-04,18,0,20612.5,10.39,Unemployed,Married
ACC_00000551,Robert Neal,Investment,5565.31,585,88659,2018-12-22,2025-06-28,16,1,14704.46,12.15,Employed,Married
ACC_00000552,Jennifer Elliott,Savings,12426.13,680,99169,2015-07-30,2025-06-05,16,1,322701.08,11.2,Employed,Married
ACC_00000553,Brandy Carson,Savings,4490.83,742,45969,2017-05-30,2025-06-15,16,2,0.0,0.0,Retired,Single
ACC_00000554,Melissa Dixon,Checking,5387.71,702,76186,2019-09-25,2025-06-21,22,0,0.0,0.0,Self-employed,Married
ACC_00000555,Kim Stone,Checking,763.1,634,98111,2019-11-29,2025-06-08,14,1,308511.11,11.66,Employed,Married
ACC_00000556,Mr. Jason Alvarez,Checking,302.64,580,34761,2016-09-15,2025-06-21,14,1,115995.66,12.2,Retired,Single
ACC_00000557,Adrienne Farmer,Checking,9495.94,789,140874,2019-06-09,2025-06-17,20,1,207737.85,10.11,Employed,Single
ACC_00000558,Catherine Rowland,Checking,5922.01,583,80599,2018-02-21,2025-06-25,18,0,0.0,0.0,Employed,Married
ACC_00000559,Fernando Barron,Credit,-381.55,716,98399,2023-10-21,2025-06-19,17,1,0.0,0.0,Employed,Married
ACC_00000560,Matthew Macias,Savings,26571.57,608,103541,2019-05-25,2025-06-30,13,3,0.0,0.0,Employed,Married
ACC_00000561,Kim Bradley,Checking,12740.92,850,132078,2017-01-19,2025-06-07,15,0,203101.42,9.5,Employed,Married
ACC_00000562,Leslie Hill,Checking,734.53,659,13234,2016-03-17,2025-06-19,14,1,65951.59,11.41,Unemployed,Single
ACC_00000563,Connor Chen,Savings,37062.98,763,132958,2023-02-11,2025-06-11,15,0,0.0,0.0,Employed,Single
ACC_00000564,Mark Boyd,Checking,191.92,655,14863,2024-06-25,2025-06-05,13,1,0.0,0.0,Unemployed,Married
ACC_00000565,Stephanie Lawrence,Savings,7034.35,652,77719,2023-03-19,2025-06-08,14,1,0.0,0.0,Self-employed,Single
ACC_00000566,Lisa Thomas,Credit,-2850.39,604,13318,2018-05-31,2025-06-24,11,2,0.0,0.0,Unemployed,Married
ACC_00000567,Catherine Moody,Checking,3170.59,736,106755,2018-11-07,2025-06-23,12,1,0.0,0.0,Employed,Single
ACC_00000568,Crystal Mendez PhD,Savings,10984.49,754,122227,2023-02-05,2025-06-12,19,0,0.0,0.0,Employed,Widowed
ACC_00000569,Joseph Jones,Savings,12125.64,589,92516,2018-08-17,2025-07-04,11,1,0.0,0.0,Employed,Divorced
ACC_00000570,Donna Smith,Checking,542.39,585,89709,2021-12-18,2025-06-07,13,0,0.0,0.0,Employed,Married
ACC_00000571,Casey Davis,Savings,5062.07,678,88236,2022-12-13,2025-06-30,11,0,181778.53,11.22,Employed,Single
ACC_00000572,Thomas Lawson,Savings,13063.8,720,82742,2021-06-21,2025-06-16,23,1,3075.31,10.8,Self-employed,Single
ACC_00000573,Sean Chapman,Checking,3976.54,572,87031,2024-12-30,2025-06-13,14,0,0.0,0.0,Employed,Divorced
ACC_00000574,Dawn Mccoy,Credit,-2538.97,642,84646,2021-03-13,2025-06-22,13,2,0.0,0.0,Employed,Single
ACC_00000575,Denise Short,Credit,-997.37,620,92630,2024-03-03,2025-06-28,15,0,73863.45,11.8,Employed,Single
ACC_00000576,Erica Franklin,Checking,11349.69,726,132344,2019-10-04,2025-06-12,13,1,0.0,0.0,Employed,Single
ACC_00000577,William Johnson,Savings,28630.79,682,102687,2016-02-16,2025-06-13,16,0,0.0,0.0,Employed,Single
ACC_00000578,Daniel Bowman,Investment,23117.74,726,129058,2024-11-17,2025-06-12,14,1,0.0,0.0,Employed,Single
ACC_00000579,Jackie Brown,Checking,299.19,590,3069,2021-06-16,2025-06-20,14,1,13121.94,12.1,Retired,Single
ACC_00000580,Lawrence Webb,Checking,6662.45,691,115184,2019-02-20,2025-07-03,21,2,0.0,0.0,Employed,Single
ACC_00000581,Mary Stewart,Checking,646.09,661,18911,2021-08-11,2025-06-21,15,0,0.0,0.0,Unemployed,Divorced
ACC_00000582,John Leblanc,Checking,5613.47,782,114235,2019-09-05,2025-06-27,14,1,0.0,0.0,Self-employed,Single
ACC_00000583,Zoe Harris,Checking,7280.69,634,105352,2024-07-04,2025-07-01,16,0,0.0,0.0,Employed,Married
ACC_00000584,Joseph Juarez,Savings,19137.23,833,127214,2015-11-26,2025-06-16,9,1,179241.45,9.67,Employed,Married
ACC_00000585,Mark Ward,Checking,3942.51,794,43050,2025-06-24,2025-06-21,17,0,0.0,0.0,Retired,Single
ACC_00000586,Elizabeth Andrews,Savings,14399.34,811,121423,2020-07-20,2025-06-09,18,2,0.0,0.0,Employed,Married
ACC_00000587,Elizabeth Porter,Checking,4080.97,593,96385,2016-11-24,2025-06-14,15,1,0.0,0.0,Employed,Married
ACC_00000588,Jorge Schmidt,Checking,3943.44,690,41935,2023-01-25,2025-06-20,17,1,94889.14,11.1,Retired,Single
ACC_00000589,Austin Adams,Checking,319.31,792,138049,2024-03-12,2025-06-07,11,0,0.0,0.0,Employed,Single
ACC_00000590,Traci Becker,Checking,6816.08,689,98638,2023-07-17,2025-06-20,12,2,0.0,0.0,Employed,Married
ACC_00000591,Michelle Simmons,Checking,227.85,666,113003,2018-03-08,2025-07-01,11,0,0.0,0.0,Employed,Divorced
ACC_00000592,Karen Stone,Savings,20163.46,587,73793,2021-01-17,2025-06-05,11,0,0.0,0.0,Employed,Single
ACC_00000593,Angela Griffith,Investment,38618.86,700,97360,2025-03-25,2025-07-03,17,1,0.0,0.0,Employed,Married
ACC_00000594,Brittany Wilson,Savings,6096.56,763,126158,2021-12-04,2025-06-17,19,1,0.0,0.0,Employed,Divorced
ACC_00000595,Benjamin Flores,Savings,23887.66,809,127459,2020-04-27,2025-07-01,17,1,0.0,0.0,Employed,Married
ACC_00000596,Patricia Massey,Credit,-3205.1,666,100950,2021-12-01,2025-06-18,18,2,100651.66,11.34,Employed,Single
ACC_00000597,Carlos Welch,Savings,28846.93,786,131106,2024-04-10,2025-06-14,13,1,0.0,0.0,Employed,Single
ACC_00000598,Casey Ramirez,Savings,23807.08,706,88752,2021-12-22,2025-06-23,17,1,0.0,0.0,Self-employed,Single
ACC_00000599,Antonio Carrillo,Checking,7930.44,761,118643,2020-03-17,2025-06-18,20,0,0.0,0.0,Employed,Married
ACC_00000600,James Moore,Checking,1682.95,737,117007,2021-01-05,2025-06-13,13,1,215467.23,10.63,Employed,Single
ACC_00000601,Edward Baird,Checking,1873.29,500,84936,2016-04-18,2025-07-03,16,2,247960.76,13.0,Employed,Married
ACC_00000602,Dennis Torres,Checking,4449.2,611,94027,2019-08-28,2025-06-27,10,2,0.0,0.0,Employed,Divorced
ACC_00000603,Hannah Brown,Credit,-3154.84,521,77394,2024-07-08,2025-06-19,17,2,0.0,0.0,Employed,Widowed
ACC_00000604,Richard Lewis,Credit,-2315.32,816,124871,2018-02-17,2025-06-20,22,1,0.0,0.0,Employed,Married
ACC_00000605,Andrew Grant,Investment,8247.7,638,58123,2016-02-08,2025-06-22,17,2,0.0,0.0,Self-employed,Single
ACC_00000606,Jermaine James,Savings,19002.01,552,86942,2020-03-09,2025-06-16,18,1,0.0,0.0,Employed,Married
ACC_00000607,Brenda Mcbride,Investment,9066.77,681,38725,2020-11-18,2025-06-09,8,0,0.0,0.0,Retired,Married
ACC_00000608,Sarah Werner,Investment,34058.06,732,103598,2019-07-22,2025-06-29,15,3,0.0,0.0,Employed,Divorced
ACC_00000609,Janet Kelley,Credit,-3085.18,645,81826,2017-11-17,2025-06-28,17,2,0.0,0.0,Employed,Married
ACC_00000610,Susan Coleman,Investment,32210.91,636,84410,2016-09-17,2025-06-13,15,0,0.0,0.0,Employed,Single
ACC_00000611,Francisco Crawford,Checking,4143.76,757,94576,2023-11-24,2025-06-18,5,3,0.0,0.0,Self-employed,Single
ACC_00000612,Deanna Thomas,Checking,4672.31,638,104211,2019-11-14,2025-07-04,15,2,0.0,0.0,Employed,Divorced
ACC_00000613,Craig Andrade,Checking,7189.28,676,96356,2018-02-05,2025-06-27,25,2,182309.64,11.24,Employed,Married
ACC_00000614,Marilyn Merritt,Savings,33117.22,729,124234,2020-12-06,2025-06-23,10,0,0.0,0.0,Employed,Widowed
ACC_00000615,Michael Miller,Credit,-3080.78,658,33573,2019-04-27,2025-06-19,18,0,0.0,0.0,Retired,Married
ACC_00000616,Bryan Lee,Savings,11590.53,524,39170,2023-01-09,2025-06-26,18,1,0.0,0.0,Self-employed,Widowed
ACC_00000617,Raymond Lutz,Savings,16995.64,565,77306,2023-01-02,2025-07-01,13,1,0.0,0.0,Employed,Divorced
ACC_00000618,Courtney Garrison,Savings,36116.13,828,145466,2017-07-27,2025-06-12,10,1,222923.61,9.72,Employed,Widowed
ACC_00000619,Barbara Osborne,Savings,5437.59,780,32438,2019-07-08,2025-06-27,20,0,0.0,0.0,Retired,Married
ACC_00000620,Lindsey Smith,Savings,1767.37,605,96572,2016-07-22,2025-07-03,13,2,0.0,0.0,Employed,Single
ACC_00000621,Donna Garcia,Checking,2755.68,700,116015,2020-10-23,2025-06-15,15,2,0.0,0.0,Employed,Married
ACC_00000622,Amanda Miller,Checking,3578.25,801,36829,2016-08-23,2025-06-18,15,0,0.0,0.0,Retired,Married
ACC_00000623,Jonathan Clark,Credit,-3531.71,774,114608,2018-10-31,2025-06-06,9,2,0.0,0.0,Employed,Divorced
ACC_00000624,Elizabeth Ramirez,Savings,8182.2,674,55384,2022-04-07,2025-07-02,18,0,0.0,0.0,Retired,Married
ACC_00000625,Michael Miranda,Checking,6852.86,612,87071,2023-10-03,2025-06-29,18,1,182343.8,11.88,Employed,Married
ACC_00000626,Brandon Harris,Checking,13382.56,850,145966,2023-08-01,2025-06-07,20,2,0.0,0.0,Employed,Married
ACC_00000627,Joseph Chapman,Checking,1587.08,710,37298,2021-05-22,2025-06-19,19,2,0.0,0.0,Retired,Married
ACC_00000628,Scott Jackson,Checking,2515.93,679,96574,2025-05-25,2025-06-30,18,1,113603.29,11.21,Employed,Single
ACC_00000629,Cindy Giles,Checking,8895.62,642,102772,2015-08-29,2025-07-02,17,2,0.0,0.0,Employed,Married
ACC_00000630,Tiffany Wolfe,Savings,13196.11,649,98911,2020-11-07,2025-06-14,11,2,0.0,0.0,Employed,Divorced
ACC_00000631,Darren Davis,Savings,20285.79,784,113656,2021-01-08,2025-06-10,9,0,0.0,0.0,Self-employed,Single
ACC_00000632,Mary Harris,Investment,13925.29,711,89671,2023-12-17,2025-06-10,11,0,0.0,0.0,Self-employed,Single
ACC_00000633,Gina Banks,Savings,15121.13,678,79406,2021-01-17,2025-06-23,19,1,0.0,0.0,Self-employed,Single
ACC_00000634,Ryan Dunn,Savings,15835.66,708,92133,2023-07-15,2025-06-11,14,0,0.0,0.0,Employed,Single
ACC_00000635,Katherine Morales,Investment,1200.88,674,101605,2017-12-26,2025-06-29,27,2,120593.42,11.26,Employed,Married
ACC_00000636,Tyler Tucker,Checking,739.17,710,18318,2025-04-22,2025-06-07,10,0,0.0,0.0,Retired,Single
ACC_00000637,Ashley Sullivan,Savings,23400.99,656,95419,2016-09-13,2025-06-08,21,1,0.0,0.0,Employed,Single
ACC_00000638,Harry Brooks,Investment,6797.34,624,36267,2015-12-18,2025-06-10,14,0,0.0,0.0,Retired,Divorced
ACC_00000639,Jose Miller,Checking,4892.63,628,94934,2020-02-29,2025-06-12,15,0,0.0,0.0,Employed,Single
ACC_00000640,Eugene Cole,Savings,20089.96,593,111763,2022-07-18,2025-06-15,20,1,0.0,0.0,Employed,Widowed
ACC_00000641,Cody Zimmerman,Checking,7653.44,645,101253,2022-01-16,2025-06-11,15,2,0.0,0.0,Employed,Single
ACC_00000642,Robert Morales,Checking,1513.02,630,42338,2016-03-07,2025-06-28,16,1,0.0,0.0,Retired,Widowed
ACC_00000643,Elizabeth Montgomery,Checking,6766.15,550,78708,2019-08-23,2025-07-04,9,0,0.0,0.0,Employed,Widowed
ACC_00000644,Carlos Wilkins,Checking,6200.17,555,66766,2021-12-21,2025-06-17,17,0,0.0,0.0,Employed,Single
ACC_00000645,Ryan Jennings,Credit,-4692.79,850,144538,2017-08-21,2025-07-01,6,5,0.0,0.0,Employed,Married
ACC_00000646,Richard Parks,Credit,-4068.1,775,34760,2024-12-21,2025-07-01,16,1,0.0,0.0,Retired,Single
ACC_00000647,Joseph Moore,Savings,26067.67,705,120463,2023-02-17,2025-06-19,13,3,354781.53,10.95,Employed,Married
ACC_00000648,Michael Stone,Investment,53861.62,685,114259,2023-11-30,2025-06-20,13,0,0.0,0.0,Employed,Married
ACC_00000649,Adam Ellis,Checking,648.22,758,137025,2018-01-03,2025-07-02,15,0,16258.53,10.42,Employed,Single
ACC_00000650,Jessica Bernard,Checking,4639.81,584,65083,2017-12-28,2025-06-10,15,0,0.0,0.0,Employed,Single
ACC_00000651,Stephanie Greene,Savings,7079.32,607,23765,2016-12-15,2025-06-27,15,1,72548.55,11.93,Unemployed,Married
ACC_00000652,Krystal Davis,Savings,3355.29,844,32608,2015-09-21,2025-06-21,9,1,6355.82,9.56,Retired,Widowed
ACC_00000653,Cassidy Koch,Savings,7568.37,783,57599,2016-09-14,2025-06-18,19,0,142174.6,10.17,Retired,Single
