order_id,customer_email,order_date,product_category,product_subcategory,order_value,shipping_cost,discount_percentage,delivery_days,customer_satisfaction,return_requested,marketing_channel,device_type,payment_method
ORD_0000445,richardswilliam@example.net,2023-09-30,Sports,Water Sports,388.24,0.0,0.19,10,3,False,Referral,Desktop,Digital Wallet
ORD_0000446,youngterry@example.org,2023-11-14,Electronics,Smartphones,876.62,0.0,0.24,14,4,True,Organic,Mobile,Credit Card
ORD_0000447,desiree62@example.com,2024-04-05,Books,Fiction,52.47,3.71,0.12,12,2,False,Paid Search,Mobile,Credit Card
ORD_0000448,vdavis@example.com,2023-08-26,Beauty,Skincare,39.17,14.67,0.34,5,2,False,Organic,Mobile,Credit Card
ORD_0000449,spierce@example.com,2024-03-16,Beauty,Makeup,34.55,11.44,0.4,11,1,False,Referral,Mobile,Debit Card
ORD_0000450,nelsondakota@example.org,2024-05-05,Beauty,Makeup,109.28,0.0,0.21,11,1,False,Organic,Mobile,Credit Card
ORD_0000451,ihernandez@example.net,2024-07-04,Fashion,Jewelry,48.44,12.19,0.08,6,3,False,Organic,Tablet,PayPal
ORD_0000452,hallmatthew@example.net,2025-04-19,Fashion,Clothing,271.81,0.0,0.46,9,5,False,Referral,Desktop,Debit Card
ORD_0000453,michele97@example.com,2025-02-28,Sports,Team Sports,192.82,0.0,0.38,2,3,False,Referral,Desktop,Credit Card
ORD_0000454,muellerkaren@example.net,2024-01-17,Beauty,Makeup,43.51,7.55,0.24,8,5,False,Organic,Desktop,Credit Card
ORD_0000455,thomassosa@example.com,2024-11-26,Electronics,Laptops,671.36,0.0,0.46,2,2,False,Paid Search,Mobile,Credit Card
ORD_0000456,tdouglas@example.com,2024-12-27,Home,Kitchen,678.13,0.0,0.23,3,1,False,Social Media,Tablet,Digital Wallet
ORD_0000457,nreynolds@example.net,2024-02-16,Electronics,Audio,1335.94,0.0,0.19,10,5,False,Paid Search,Tablet,PayPal
ORD_0000458,halebianca@example.com,2023-08-04,Beauty,Skincare,118.19,0.0,0.17,3,3,False,Social Media,Mobile,Debit Card
ORD_0000459,gbrown@example.net,2024-09-26,Fashion,Accessories,226.76,0.0,0.38,7,3,False,Referral,Tablet,Debit Card
ORD_0000460,williamyates@example.com,2024-05-09,Books,Non-fiction,16.73,8.16,0.11,5,3,False,Organic,Mobile,Credit Card
ORD_0000461,brownlaura@example.com,2024-03-25,Beauty,Hair Care,58.98,5.41,0.01,2,5,False,Paid Search,Desktop,Credit Card
ORD_0000462,smassey@example.org,2025-02-16,Home,Garden,323.09,0.0,0.33,12,3,False,Social Media,Desktop,Debit Card
ORD_0000463,xmyers@example.com,2024-10-27,Beauty,Makeup,47.16,6.54,0.44,7,2,False,Email,Desktop,Digital Wallet
ORD_0000464,fevans@example.org,2024-02-23,Electronics,Laptops,777.41,0.0,0.16,8,1,False,Organic,Desktop,Debit Card
ORD_0000465,erincurry@example.com,2024-11-29,Electronics,Gaming,531.08,0.0,0.47,11,4,False,Paid Search,Desktop,Credit Card
ORD_0000466,amanda57@example.net,2023-10-22,Home,Decor,592.03,0.0,0.07,4,4,False,Organic,Mobile,Debit Card
ORD_0000467,kelly58@example.org,2024-06-23,Electronics,Laptops,585.05,0.0,0.38,4,3,False,Email,Mobile,Credit Card
ORD_0000468,drewaustin@example.net,2024-07-20,Home,Furniture,420.23,0.0,0.42,7,3,False,Paid Search,Desktop,PayPal
ORD_0000469,ehampton@example.com,2024-05-26,Sports,Water Sports,226.46,0.0,0.32,6,4,False,Paid Search,Mobile,Credit Card
ORD_0000470,joycejustin@example.org,2024-10-20,Beauty,Makeup,75.91,4.99,0.31,7,1,False,Social Media,Mobile,PayPal
ORD_0000471,zbrooks@example.net,2024-05-17,Electronics,Laptops,598.92,0.0,0.41,5,3,False,Paid Search,Tablet,PayPal
ORD_0000472,karen34@example.net,2025-01-18,Fashion,Accessories,117.39,0.0,0.37,11,3,False,Referral,Mobile,Credit Card
ORD_0000473,reginaldfisher@example.org,2023-07-14,Sports,Outdoor,326.53,0.0,0.09,12,2,False,Paid Search,Mobile,Credit Card
ORD_0000474,fowen@example.org,2023-10-25,Fashion,Jewelry,126.27,0.0,0.27,1,4,True,Social Media,Desktop,Debit Card
ORD_0000475,kariwheeler@example.com,2023-12-25,Sports,Outdoor,158.21,0.0,0.11,11,3,False,Social Media,Desktop,Digital Wallet
ORD_0000476,kevin16@example.net,2023-10-30,Beauty,Hair Care,146.86,0.0,0.21,12,5,False,Social Media,Mobile,PayPal
ORD_0000477,joycefrank@example.net,2024-04-27,Fashion,Jewelry,40.16,13.51,0.34,11,3,False,Paid Search,Mobile,Credit Card
ORD_0000478,pchang@example.net,2024-08-27,Beauty,Makeup,56.41,7.13,0.12,3,3,False,Paid Search,Tablet,Debit Card
ORD_0000479,morenostephanie@example.com,2023-09-26,Beauty,Hair Care,52.74,6.16,0.41,7,3,False,Paid Search,Mobile,PayPal
ORD_0000480,zunigashaun@example.net,2025-01-27,Fashion,Accessories,220.24,0.0,0.07,13,2,True,Organic,Mobile,Credit Card
ORD_0000481,heatherscott@example.net,2024-08-20,Fashion,Clothing,123.13,0.0,0.12,8,2,False,Paid Search,Tablet,PayPal
ORD_0000482,rodgerskimberly@example.org,2024-09-09,Beauty,Skincare,41.87,9.81,0.02,7,2,False,Organic,Tablet,Credit Card
ORD_0000483,susanpoole@example.com,2025-04-10,Beauty,Hair Care,98.31,4.93,0.23,13,5,False,Email,Mobile,Debit Card
ORD_0000484,laurahamilton@example.org,2023-07-16,Sports,Water Sports,388.87,0.0,0.15,5,2,False,Social Media,Mobile,Credit Card
ORD_0000485,sharonpeterson@example.org,2025-01-17,Home,Decor,365.75,0.0,0.43,10,1,False,Social Media,Desktop,Digital Wallet
ORD_0000486,gomezyolanda@example.net,2025-05-18,Books,Children,19.72,13.42,0.14,4,2,False,Organic,Mobile,Credit Card
ORD_0000487,tina56@example.net,2023-11-09,Electronics,Smartphones,830.87,0.0,0.28,1,2,True,Paid Search,Mobile,Digital Wallet
ORD_0000488,rhansen@example.net,2024-02-07,Books,Fiction,58.24,6.63,0.23,5,1,False,Social Media,Desktop,Debit Card
ORD_0000489,herreramary@example.org,2023-07-05,Fashion,Jewelry,89.57,4.86,0.22,14,5,False,Paid Search,Tablet,Credit Card
ORD_0000490,mortonlisa@example.org,2024-02-20,Electronics,Smartphones,132.83,0.0,0.24,7,5,False,Email,Mobile,Digital Wallet
ORD_0000491,twarren@example.com,2025-06-17,Fashion,Jewelry,181.12,0.0,0.37,2,5,False,Social Media,Desktop,Credit Card
ORD_0000492,laura89@example.net,2025-04-12,Home,Garden,364.04,0.0,0.25,10,4,False,Email,Tablet,Credit Card
ORD_0000493,psolis@example.com,2024-03-21,Beauty,Skincare,133.91,0.0,0.07,5,3,False,Organic,Desktop,Digital Wallet
ORD_0000494,lreed@example.com,2024-01-17,Fashion,Jewelry,146.92,0.0,0.05,7,3,False,Organic,Desktop,Credit Card
ORD_0000495,angela94@example.org,2024-10-19,Beauty,Skincare,48.66,7.88,0.2,3,4,False,Organic,Mobile,Digital Wallet
ORD_0000496,bellbrad@example.org,2023-07-20,Home,Furniture,635.43,0.0,0.18,2,4,False,Email,Desktop,Credit Card
ORD_0000497,ghernandez@example.net,2025-01-19,Beauty,Skincare,110.78,0.0,0.13,12,5,False,Email,Mobile,Credit Card
ORD_0000498,ortegamark@example.org,2024-08-25,Beauty,Hair Care,111.19,0.0,0.21,9,4,False,Email,Mobile,Debit Card
ORD_0000499,brownnancy@example.net,2023-07-12,Home,Garden,380.57,0.0,0.05,6,2,False,Organic,Mobile,Credit Card
ORD_0000500,elizabeth55@example.org,2024-10-20,Books,Educational,58.63,6.38,0.31,4,2,False,Referral,Mobile,Credit Card
ORD_0000501,qmorgan@example.com,2025-02-01,Beauty,Skincare,92.96,3.22,0.28,2,1,False,Paid Search,Mobile,Digital Wallet
ORD_0000502,gary60@example.org,2024-06-07,Fashion,Accessories,27.71,6.22,0.05,6,3,False,Organic,Desktop,Credit Card
ORD_0000503,stevenhowell@example.net,2023-12-31,Sports,Fitness,263.18,0.0,0.29,5,1,False,Social Media,Mobile,Digital Wallet
ORD_0000504,johnssarah@example.net,2024-05-09,Beauty,Skincare,62.31,6.71,0.24,13,5,True,Social Media,Desktop,Debit Card
ORD_0000505,mcguiremisty@example.com,2023-10-07,Fashion,Clothing,179.19,0.0,0.23,2,1,False,Social Media,Desktop,Credit Card
ORD_0000506,uclark@example.org,2025-06-17,Beauty,Skincare,141.19,0.0,0.2,12,5,False,Paid Search,Desktop,Credit Card
ORD_0000507,robert33@example.com,2024-07-20,Fashion,Jewelry,154.0,0.0,0.17,6,4,False,Paid Search,Desktop,Debit Card
ORD_0000508,ericcoleman@example.net,2023-09-14,Home,Decor,258.09,0.0,0.34,7,1,False,Organic,Mobile,PayPal
ORD_0000509,aguilarjason@example.net,2024-01-16,Fashion,Accessories,269.93,0.0,0.19,6,1,False,Organic,Mobile,Credit Card
ORD_0000510,jessica74@example.org,2024-07-31,Sports,Team Sports,53.36,6.6,0.02,7,3,False,Social Media,Mobile,PayPal
ORD_0000511,joshuaperkins@example.org,2024-06-13,Electronics,Audio,686.57,0.0,0.27,13,5,False,Social Media,Mobile,Credit Card
ORD_0000512,bakerwanda@example.com,2024-12-02,Books,Fiction,45.86,12.67,0.04,1,5,True,Social Media,Desktop,Digital Wallet
ORD_0000513,vickie15@example.net,2024-08-28,Books,Fiction,49.04,6.92,0.29,3,1,False,Referral,Mobile,Credit Card
ORD_0000514,danielle15@example.net,2025-01-18,Fashion,Jewelry,48.56,6.86,0.35,13,4,True,Social Media,Desktop,Credit Card
ORD_0000515,lgriffin@example.net,2024-04-17,Beauty,Hair Care,142.23,0.0,0.22,14,1,False,Email,Mobile,Credit Card
ORD_0000516,warnerphilip@example.org,2024-11-19,Books,Educational,40.92,10.99,0.11,14,5,False,Email,Desktop,Credit Card
ORD_0000517,freyvalerie@example.org,2024-05-09,Sports,Team Sports,196.69,0.0,0.38,13,1,False,Organic,Desktop,Digital Wallet
ORD_0000518,gary23@example.net,2024-08-27,Sports,Fitness,193.79,0.0,0.45,12,1,False,Email,Mobile,Credit Card
ORD_0000519,mannamy@example.org,2023-12-12,Fashion,Shoes,214.68,0.0,0.08,5,3,False,Social Media,Mobile,Credit Card
ORD_0000520,brennanchristina@example.org,2023-08-04,Home,Kitchen,691.05,0.0,0.46,5,5,False,Email,Tablet,Credit Card
ORD_0000521,warrenjason@example.net,2024-04-11,Beauty,Makeup,149.08,0.0,0.29,7,1,False,Organic,Tablet,Credit Card
ORD_0000522,ngibson@example.org,2024-11-04,Fashion,Clothing,123.64,0.0,0.19,1,2,False,Social Media,Mobile,Credit Card
ORD_0000523,alexandria74@example.net,2024-05-04,Fashion,Accessories,128.14,0.0,0.16,2,5,False,Email,Tablet,Credit Card
ORD_0000524,gabriel04@example.org,2025-06-24,Home,Garden,525.28,0.0,0.46,3,4,True,Social Media,Desktop,Credit Card
ORD_0000525,cardenaschristopher@example.net,2023-08-08,Electronics,Laptops,867.27,0.0,0.11,3,5,True,Organic,Mobile,Credit Card
ORD_0000526,marymorgan@example.org,2025-02-22,Sports,Fitness,371.88,0.0,0.11,4,5,False,Organic,Desktop,Credit Card
ORD_0000527,david67@example.net,2023-12-24,Books,Fiction,51.32,4.81,0.5,10,5,False,Organic,Mobile,Credit Card
ORD_0000528,mhancock@example.com,2024-10-08,Sports,Team Sports,345.4,0.0,0.17,8,4,False,Social Media,Mobile,Credit Card
ORD_0000529,noahdavis@example.net,2025-01-10,Beauty,Fragrance,65.52,6.06,0.44,9,4,False,Paid Search,Tablet,Credit Card
ORD_0000530,rsmith@example.net,2024-06-28,Sports,Outdoor,299.78,0.0,0.32,12,1,False,Organic,Desktop,PayPal
ORD_0000531,bryanmason@example.org,2025-07-04,Home,Garden,124.3,0.0,0.38,3,5,False,Social Media,Desktop,Credit Card
ORD_0000532,zwilson@example.org,2023-09-02,Beauty,Fragrance,69.56,7.12,0.44,10,5,False,Organic,Desktop,Credit Card
ORD_0000533,bbarker@example.com,2024-03-28,Electronics,Smartphones,619.22,0.0,0.32,3,1,False,Organic,Mobile,Credit Card
ORD_0000534,curtis27@example.net,2023-08-09,Fashion,Accessories,272.36,0.0,0.06,6,3,False,Referral,Mobile,Digital Wallet
ORD_0000535,lindsayweeks@example.com,2023-08-21,Electronics,Laptops,1137.28,0.0,0.0,14,5,False,Organic,Mobile,Credit Card
ORD_0000536,audreymccall@example.org,2025-02-16,Books,Children,40.9,6.29,0.05,9,2,False,Paid Search,Desktop,Digital Wallet
ORD_0000537,lambtheresa@example.com,2024-08-10,Books,Children,57.84,6.68,0.16,4,3,False,Paid Search,Mobile,Credit Card
ORD_0000538,georgesmith@example.com,2024-04-29,Fashion,Shoes,147.61,0.0,0.26,7,4,False,Referral,Mobile,Credit Card
ORD_0000539,brownadrian@example.net,2024-09-10,Beauty,Makeup,146.5,0.0,0.09,5,4,False,Organic,Desktop,Credit Card
ORD_0000540,ewolfe@example.com,2024-08-04,Sports,Water Sports,326.8,0.0,0.36,12,1,False,Organic,Mobile,Credit Card
ORD_0000541,westjeffrey@example.org,2023-07-13,Sports,Fitness,205.73,0.0,0.08,1,1,False,Social Media,Mobile,Credit Card
ORD_0000542,brooke63@example.net,2023-10-06,Books,Children,27.93,11.53,0.15,5,2,True,Paid Search,Mobile,Credit Card
ORD_0000543,nathandunn@example.com,2025-01-18,Fashion,Accessories,56.63,4.91,0.27,4,5,False,Email,Tablet,Debit Card
ORD_0000544,jonathanjacobson@example.net,2024-01-15,Home,Furniture,372.3,0.0,0.29,10,3,False,Organic,Mobile,PayPal
ORD_0000545,karenharding@example.org,2024-01-05,Fashion,Accessories,96.58,5.33,0.35,13,4,False,Organic,Mobile,PayPal
ORD_0000546,david52@example.net,2024-04-01,Sports,Team Sports,304.9,0.0,0.27,7,4,False,Organic,Mobile,Credit Card
ORD_0000547,amanda59@example.net,2024-02-02,Fashion,Jewelry,180.53,0.0,0.43,9,3,False,Email,Mobile,PayPal
ORD_0000548,lauragonzalez@example.com,2023-08-22,Electronics,Laptops,1111.45,0.0,0.21,12,3,False,Paid Search,Mobile,Digital Wallet
ORD_0000549,amanda32@example.com,2025-04-02,Beauty,Skincare,137.77,0.0,0.02,8,1,False,Referral,Tablet,Digital Wallet
ORD_0000550,stanleyjenna@example.org,2023-12-06,Beauty,Skincare,149.51,0.0,0.18,14,3,True,Email,Tablet,Credit Card
ORD_0000551,robert42@example.org,2024-08-15,Beauty,Skincare,52.43,4.37,0.38,11,3,False,Organic,Tablet,PayPal
ORD_0000552,daniel82@example.net,2025-04-12,Beauty,Makeup,109.9,0.0,0.32,13,5,False,Paid Search,Mobile,Credit Card
ORD_0000553,jonesmary@example.org,2024-09-19,Beauty,Fragrance,68.44,7.73,0.04,12,1,False,Paid Search,Mobile,Credit Card
ORD_0000554,susan63@example.net,2024-12-06,Home,Kitchen,586.59,0.0,0.38,5,3,False,Social Media,Mobile,Credit Card
ORD_0000555,kimberlyleon@example.net,2024-04-05,Fashion,Clothing,211.97,0.0,0.13,2,4,False,Email,Tablet,Digital Wallet
ORD_0000556,qjones@example.com,2024-04-16,Sports,Outdoor,25.17,5.77,0.24,9,4,False,Social Media,Mobile,Credit Card
ORD_0000557,robertskimberly@example.com,2025-05-28,Electronics,Laptops,423.38,0.0,0.06,7,1,False,Organic,Mobile,Debit Card
ORD_0000558,pfranco@example.com,2024-03-22,Books,Non-fiction,11.4,9.48,0.4,10,4,False,Email,Mobile,Credit Card
ORD_0000559,margaretharrell@example.net,2024-10-28,Electronics,Laptops,1043.21,0.0,0.17,5,4,False,Organic,Tablet,Credit Card
ORD_0000560,whall@example.net,2024-02-26,Home,Garden,553.22,0.0,0.18,7,2,False,Paid Search,Mobile,Debit Card
ORD_0000561,michaelkelly@example.com,2025-01-09,Sports,Water Sports,310.86,0.0,0.34,3,1,True,Organic,Mobile,PayPal
ORD_0000562,mary81@example.com,2024-02-02,Electronics,Laptops,1278.72,0.0,0.03,12,4,False,Organic,Desktop,Credit Card
ORD_0000563,jolson@example.net,2023-11-19,Fashion,Clothing,190.32,0.0,0.15,5,5,False,Paid Search,Mobile,Credit Card
ORD_0000564,francesmullins@example.com,2024-06-14,Books,Fiction,19.97,13.76,0.48,2,1,False,Referral,Mobile,Debit Card
ORD_0000565,nancymack@example.org,2024-07-04,Books,Non-fiction,9.09,8.72,0.38,7,2,False,Organic,Tablet,Credit Card
ORD_0000566,kim10@example.net,2024-05-16,Sports,Outdoor,397.2,0.0,0.23,7,5,False,Organic,Desktop,Credit Card
ORD_0000567,vjenkins@example.org,2024-03-08,Sports,Outdoor,181.45,0.0,0.22,3,5,False,Email,Mobile,Debit Card
ORD_0000568,rperkins@example.org,2024-01-22,Sports,Water Sports,168.93,0.0,0.39,11,2,False,Paid Search,Tablet,Digital Wallet
ORD_0000569,robertsheather@example.net,2024-10-11,Beauty,Makeup,140.8,0.0,0.06,5,5,False,Social Media,Desktop,PayPal
ORD_0000570,robertsthomas@example.com,2024-08-09,Books,Fiction,46.14,14.58,0.47,4,3,False,Referral,Mobile,Debit Card
ORD_0000571,sshort@example.com,2025-03-18,Electronics,Gaming,1008.38,0.0,0.09,10,4,False,Referral,Desktop,PayPal
ORD_0000572,mitchellryan@example.org,2024-10-21,Books,Fiction,32.2,13.04,0.34,6,4,False,Organic,Mobile,Credit Card
ORD_0000573,gary52@example.com,2024-07-21,Books,Non-fiction,10.91,7.29,0.37,1,2,False,Social Media,Mobile,PayPal
ORD_0000574,richard11@example.org,2024-10-05,Fashion,Shoes,115.36,0.0,0.48,10,2,False,Organic,Mobile,Digital Wallet
ORD_0000575,frankbrian@example.com,2024-08-09,Sports,Outdoor,348.35,0.0,0.14,5,3,False,Organic,Desktop,Digital Wallet
ORD_0000576,ybarron@example.net,2023-10-05,Electronics,Laptops,1347.66,0.0,0.41,2,1,False,Referral,Desktop,Credit Card
ORD_0000577,dbyrd@example.com,2023-10-13,Fashion,Accessories,235.96,0.0,0.39,2,3,False,Paid Search,Mobile,PayPal
ORD_0000578,carolyn51@example.org,2025-02-11,Beauty,Makeup,130.66,0.0,0.22,11,3,False,Organic,Desktop,PayPal
ORD_0000579,xhawkins@example.net,2023-11-11,Electronics,Audio,603.15,0.0,0.42,6,2,False,Organic,Desktop,PayPal
ORD_0000580,sandovalrebecca@example.net,2024-12-22,Beauty,Hair Care,139.32,0.0,0.11,14,3,False,Organic,Mobile,Debit Card
ORD_0000581,rachelsmith@example.com,2023-11-06,Beauty,Fragrance,133.31,0.0,0.48,11,5,False,Organic,Mobile,PayPal
ORD_0000582,whitefrancis@example.org,2024-06-05,Beauty,Skincare,80.38,5.8,0.22,6,2,False,Paid Search,Mobile,Credit Card
ORD_0000583,whiteheadbrenda@example.org,2023-09-06,Beauty,Skincare,145.86,0.0,0.45,13,3,True,Organic,Mobile,Credit Card
ORD_0000584,staceywelch@example.net,2025-05-01,Sports,Fitness,398.09,0.0,0.45,9,5,False,Paid Search,Tablet,Debit Card
ORD_0000585,qsteele@example.com,2025-03-23,Sports,Fitness,79.6,6.61,0.37,10,1,False,Organic,Mobile,Credit Card
ORD_0000586,shelly68@example.net,2023-08-14,Home,Decor,342.06,0.0,0.11,9,4,False,Email,Mobile,Credit Card
ORD_0000587,huertalarry@example.org,2023-09-22,Beauty,Makeup,27.47,14.72,0.2,3,4,False,Email,Mobile,PayPal
ORD_0000588,longjames@example.org,2023-12-19,Beauty,Skincare,84.39,5.24,0.41,7,4,False,Email,Mobile,Credit Card
ORD_0000589,millertimothy@example.com,2024-01-21,Books,Fiction,14.78,12.89,0.13,13,1,False,Social Media,Mobile,Credit Card
ORD_0000590,allenmark@example.org,2025-05-26,Sports,Team Sports,165.1,0.0,0.23,6,5,False,Social Media,Desktop,Credit Card
ORD_0000591,rchase@example.com,2024-03-15,Books,Educational,17.74,7.38,0.4,6,1,False,Paid Search,Tablet,PayPal
ORD_0000592,elizabethcraig@example.com,2023-07-29,Home,Garden,310.09,0.0,0.32,13,2,False,Organic,Mobile,Debit Card
ORD_0000593,patrick02@example.org,2024-12-14,Electronics,Gaming,1354.57,0.0,0.44,9,4,False,Organic,Mobile,Credit Card
ORD_0000594,gamblekimberly@example.net,2024-10-23,Electronics,Laptops,749.33,0.0,0.45,3,3,False,Social Media,Desktop,Digital Wallet
ORD_0000595,william64@example.net,2025-02-24,Beauty,Hair Care,114.48,0.0,0.24,10,1,True,Referral,Tablet,Credit Card
ORD_0000596,everettcarol@example.org,2023-11-25,Electronics,Audio,704.67,0.0,0.14,1,3,False,Social Media,Mobile,Credit Card
ORD_0000597,aaroncontreras@example.org,2024-02-04,Sports,Outdoor,129.23,0.0,0.25,12,5,False,Email,Tablet,PayPal
ORD_0000598,ybishop@example.com,2024-08-08,Home,Furniture,323.38,0.0,0.15,5,3,False,Social Media,Desktop,Digital Wallet
ORD_0000599,chasechang@example.org,2025-03-11,Home,Garden,357.36,0.0,0.16,10,1,False,Paid Search,Mobile,PayPal
ORD_0000600,hallandrew@example.net,2025-05-25,Sports,Team Sports,276.65,0.0,0.36,2,2,False,Organic,Desktop,PayPal
ORD_0000601,victoriawilliams@example.com,2024-12-17,Books,Non-fiction,15.49,13.48,0.07,4,5,False,Paid Search,Mobile,Credit Card
ORD_0000602,sheliayoung@example.com,2024-03-28,Home,Garden,611.4,0.0,0.47,6,5,False,Email,Mobile,Credit Card
ORD_0000603,deannabishop@example.net,2024-07-05,Beauty,Fragrance,65.47,6.61,0.21,2,4,False,Email,Mobile,PayPal
ORD_0000604,monicawillis@example.com,2024-09-24,Fashion,Jewelry,240.25,0.0,0.33,5,3,False,Social Media,Mobile,Credit Card
ORD_0000605,davidcoleman@example.com,2024-10-14,Books,Non-fiction,31.11,10.65,0.16,7,1,False,Organic,Mobile,Credit Card
ORD_0000606,xrodriguez@example.org,2024-11-27,Books,Educational,11.88,6.12,0.27,12,4,False,Paid Search,Mobile,Debit Card
ORD_0000607,thomasbailey@example.net,2025-01-10,Fashion,Accessories,227.27,0.0,0.37,10,1,False,Paid Search,Mobile,Debit Card
ORD_0000608,popeadam@example.com,2023-07-15,Electronics,Gaming,1497.16,0.0,0.47,14,5,False,Referral,Mobile,Credit Card
ORD_0000609,pkennedy@example.com,2024-03-19,Beauty,Skincare,88.12,6.23,0.14,2,2,False,Organic,Desktop,Credit Card
ORD_0000610,rodrigueztroy@example.com,2024-03-13,Electronics,Laptops,54.76,3.56,0.3,8,5,False,Organic,Desktop,Credit Card
ORD_0000611,stacyvillegas@example.com,2024-07-15,Fashion,Clothing,194.47,0.0,0.01,6,1,False,Paid Search,Mobile,Credit Card
ORD_0000612,molly87@example.org,2023-12-25,Beauty,Skincare,30.6,14.12,0.11,6,2,False,Social Media,Mobile,PayPal
ORD_0000613,rarnold@example.net,2024-02-10,Home,Kitchen,121.94,0.0,0.23,1,3,False,Paid Search,Mobile,Credit Card
ORD_0000614,powellrhonda@example.net,2023-08-17,Fashion,Accessories,294.1,0.0,0.23,5,4,False,Paid Search,Desktop,Credit Card
ORD_0000615,paulgregory@example.com,2025-06-02,Beauty,Hair Care,39.5,12.7,0.46,8,2,False,Paid Search,Mobile,Debit Card
ORD_0000616,raymondtorres@example.org,2023-10-27,Sports,Fitness,90.22,7.83,0.17,12,3,True,Paid Search,Mobile,Credit Card
ORD_0000617,sharon17@example.com,2024-10-18,Electronics,Gaming,722.3,0.0,0.22,1,5,False,Social Media,Mobile,Credit Card
ORD_0000618,lisa06@example.net,2025-01-19,Home,Kitchen,46.43,7.96,0.39,11,3,True,Social Media,Mobile,Debit Card
ORD_0000619,davisjacob@example.com,2023-10-22,Fashion,Shoes,230.37,0.0,0.03,7,3,False,Organic,Mobile,PayPal
ORD_0000620,xwebb@example.net,2025-06-10,Fashion,Clothing,152.87,0.0,0.17,14,1,False,Organic,Mobile,Credit Card
ORD_0000621,qjohnston@example.net,2025-05-27,Home,Kitchen,128.49,0.0,0.15,2,1,False,Paid Search,Mobile,Credit Card
ORD_0000622,joseph06@example.com,2023-10-27,Beauty,Hair Care,31.52,12.93,0.0,4,1,False,Organic,Mobile,PayPal
ORD_0000623,yperry@example.org,2023-10-30,Fashion,Accessories,68.81,5.88,0.23,13,4,False,Email,Mobile,Debit Card
ORD_0000624,salazarkenneth@example.com,2025-02-14,Sports,Outdoor,35.53,8.73,0.44,12,1,False,Social Media,Desktop,Credit Card
ORD_0000625,huntrobert@example.net,2024-09-06,Sports,Outdoor,184.52,0.0,0.0,9,2,False,Email,Desktop,Credit Card
ORD_0000626,kburgess@example.org,2024-02-11,Fashion,Accessories,267.88,0.0,0.13,1,2,False,Paid Search,Desktop,Digital Wallet
ORD_0000627,rebecca59@example.org,2024-10-12,Books,Non-fiction,39.65,11.59,0.28,10,2,False,Social Media,Desktop,Credit Card
ORD_0000628,graylisa@example.org,2024-04-30,Books,Educational,16.31,11.05,0.3,2,4,True,Referral,Mobile,PayPal
ORD_0000629,ronald66@example.com,2024-03-05,Sports,Water Sports,318.69,0.0,0.1,10,4,False,Email,Tablet,PayPal
ORD_0000630,smithjason@example.org,2025-03-03,Beauty,Makeup,72.6,3.63,0.38,3,1,False,Organic,Mobile,Credit Card
ORD_0000631,murraykatie@example.com,2024-12-30,Books,Children,44.39,11.58,0.13,11,2,False,Paid Search,Tablet,Debit Card
ORD_0000632,berryeric@example.com,2024-08-02,Sports,Fitness,145.41,0.0,0.1,14,1,False,Referral,Desktop,PayPal
ORD_0000633,sarahbrown@example.net,2024-03-11,Books,Non-fiction,44.15,14.35,0.37,6,2,False,Email,Tablet,Credit Card
ORD_0000634,wheelerlaura@example.net,2023-12-07,Sports,Team Sports,269.66,0.0,0.18,12,4,False,Organic,Mobile,PayPal
ORD_0000635,vkrause@example.net,2024-05-02,Home,Garden,63.06,5.85,0.43,10,4,False,Social Media,Mobile,Credit Card
ORD_0000636,ehernandez@example.com,2024-04-07,Home,Kitchen,47.17,8.94,0.38,1,5,False,Organic,Mobile,Credit Card
ORD_0000637,cortega@example.org,2024-10-22,Sports,Water Sports,75.22,5.02,0.31,1,2,False,Organic,Desktop,PayPal
ORD_0000638,zpeterson@example.net,2024-08-24,Electronics,Audio,169.79,0.0,0.31,2,1,False,Referral,Mobile,Credit Card
ORD_0000639,riveradavid@example.net,2025-05-28,Home,Furniture,164.59,0.0,0.41,6,5,False,Paid Search,Mobile,PayPal
ORD_0000640,claudia13@example.org,2023-10-26,Home,Decor,490.21,0.0,0.36,5,4,True,Referral,Mobile,Debit Card
ORD_0000641,lisa85@example.org,2025-05-28,Books,Children,51.17,3.06,0.2,2,4,False,Organic,Desktop,Credit Card
ORD_0000642,portercrystal@example.com,2025-05-24,Electronics,Smartphones,1207.87,0.0,0.13,2,1,False,Email,Desktop,Credit Card
ORD_0000643,cking@example.com,2025-03-27,Books,Children,34.25,8.22,0.16,5,4,False,Organic,Mobile,Debit Card
ORD_0000644,masseysteve@example.org,2025-05-10,Beauty,Skincare,79.99,7.89,0.18,11,5,False,Social Media,Desktop,Credit Card
ORD_0000645,philipmorgan@example.com,2025-06-07,Fashion,Clothing,149.61,0.0,0.29,7,5,False,Email,Desktop,PayPal
ORD_0000646,shannonwilliamson@example.net,2024-08-25,Home,Furniture,554.07,0.0,0.35,11,3,True,Paid Search,Mobile,PayPal
ORD_0000647,smithisaiah@example.net,2023-07-22,Electronics,Laptops,912.28,0.0,0.0,6,4,False,Email,Desktop,PayPal
ORD_0000648,kanecourtney@example.org,2025-01-14,Electronics,Smartphones,861.15,0.0,0.45,14,4,False,Organic,Desktop,Credit Card
ORD_0000649,rachel61@example.com,2024-02-19,Home,Decor,60.86,7.24,0.24,9,5,False,Social Media,Desktop,Credit Card
